Артикул,Ссылка,Дата поступления на склад МСК,Остатки склад МСК,Категория1,Категория2,Описание ОПТ,Страна производства,Префикс,Модель,Штрихкод,Дата создания,"=""Вес""",Объем,Количество мест,Количество в упаковке,Размер упаковки 1,Размер упаковки 2,Размер упаковки 3,Размер упаковки 4,Размер упаковки 5,Размер упаковки 6,Размер упаковки 7,Размер упаковки 8,Размер упаковки 9,Ширина,Глубина,Высота,Описание,Фото1,Фото2,Фото3,Фото4,Фото5,Фото6,Фото7,Фото8,Фото9,Фото10,Фото11,Фото12,Фото13,Фото14,Фото15,Фото16,Фото17,Фото18,Фото19,Фото20,Гарантия,Гарантия на газпатрон,Акция начало,Акция конец,В сборе,Максимальная нагрузка,Тип механизма,Инструкция,Материал каркаса,Материал сиденья,Материал ножек,Материал обивки,Цвет каркаса,Цвет сиденья,Цвет ножек,Цвет обивки,Ширина сиденья,Глубина сиденья,Высота сиденья,Высота сиденья максимальная,Высота максимальная,Материал столешницы,Цвет столешницы,Материал ортопедического основания,Размер спального места,Высота изножья,Высота изголовья,Высота спинки,Длина,Длина стола в разложенном виде,Длина кровати,Ширина кровати,ID,Производитель,Категория3,Дата поступления на склад Уфа,Остатки склад Уфа,Вариант обеспечения,Сборка,Фото и описание,Акция,Хит,Новинка,Серия поставщика,Тип цены,с НДС,Высота кровати,Unnamed: 96,Уникальный адрес,Изображения
622990,https://woodville.ru/catalog/derevyannyy_stol_barel_90_belyy_zoloto/,02.10.25,6,Столы,Деревянные столы,,Россия,Стол деревянный,Барел 90 белый / золото,2131743114995,24.09.2025,"=""48.5""",0.18,1,1,930 х 1130 х 160,,,,,,,,,90,,75,,https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_barel_90_belyy_zoloto/derevyannyy_stol_barel_90_belyy_zoloto_622990_1000_700_1_0_1097842.jpg,https://woodville.ru/upload/resize_cache/iblock/47a/1000_700_1_0_1517c37044c6ab47933d6f04eee5180f2/622990_3.png,https://woodville.ru/upload/resize_cache/iblock/438/1000_700_1_0_1517c37044c6ab47933d6f04eee5180f2/615168_1.png,https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_barel_90_belyy_zoloto/derevyannyy_stol_barel_90_belyy_zoloto_622990_1000_700_1_0_1097843.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_barel_90_belyy_zoloto/derevyannyy_stol_barel_90_belyy_zoloto_622990_1000_700_1_0_1097844.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_barel_90_belyy_zoloto/derevyannyy_stol_barel_90_belyy_zoloto_622990_1000_700_1_0_1097845.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_barel_90_belyy_zoloto/derevyannyy_stol_barel_90_belyy_zoloto_622990_1000_700_1_0_1097846.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_barel_90_belyy_zoloto/derevyannyy_stol_barel_90_belyy_zoloto_622990_1000_700_1_0_1097847.jpg,,,,,,,,,,,,,12,,,,Нет,,,https://woodville.ru/upload/iblock/eec/D0_B8_D0_BD_D1_81_D1_82_D1_80_D1_83_D0_BA_D1_86_D0_B8_D1_8F_20_D0_9E_D0_9F_D0_9E_D0_A0_D0_90_20_D0_91_D0_90_D0_A0_D0_95_D0_9B_20_D0_9D_D0_9E_D0_92_D0_AB_D0_99_20_D0_BD_D0_B5_D1_80_D0_B0_D1_81_D0_BA_D0_BB_20_D0_A1_2015.05.25.pdf,металл,,,,,,,,,,,,,МДФ в пленке ПВХ,белый,,,,,,90,,,,27840,Notta by Лайфмебель,,,4,,2490,,Нет,Нет,Да,[27102] Стол Барел 90 МР,МРЦ,с НДС,,,derevyannyy-stol-barel-90-belyy-zoloto,"https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_barel_90_belyy_zoloto/derevyannyy_stol_barel_90_belyy_zoloto_622990_1000_700_1_0_1097842.jpg,https://woodville.ru/upload/resize_cache/iblock/47a/1000_700_1_0_1517c37044c6ab47933d6f04eee5180f2/622990_3.png,https://woodville.ru/upload/resize_cache/iblock/438/1000_700_1_0_1517c37044c6ab47933d6f04eee5180f2/615168_1.png,https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_barel_90_belyy_zoloto/derevyannyy_stol_barel_90_belyy_zoloto_622990_1000_700_1_0_1097843.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_barel_90_belyy_zoloto/derevyannyy_stol_barel_90_belyy_zoloto_622990_1000_700_1_0_1097844.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_barel_90_belyy_zoloto/derevyannyy_stol_barel_90_belyy_zoloto_622990_1000_700_1_0_1097845.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_barel_90_belyy_zoloto/derevyannyy_stol_barel_90_belyy_zoloto_622990_1000_700_1_0_1097846.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_barel_90_belyy_zoloto/derevyannyy_stol_barel_90_belyy_zoloto_622990_1000_700_1_0_1097847.jpg"
621713,https://woodville.ru/catalog/derevyannyy_stul_arlet_belyy_zhestkiy/,,12,Стулья,Деревянные стулья,,Россия,Стул деревянный,Арлет белый / жесткий,2131743101902,24.09.2025,"=""6""",0.18,1,1,550x450x1020,,,,,,,,,45,55,102,,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_zhestkiy/derevyannyy_stul_arlet_belyy_zhestkiy_621713_1000_700_1_0_1097872.jpg,https://woodville.ru/upload/resize_cache/iblock/60d/1000_700_1_0_1517c37044c6ab47933d6f04eee5180f2/621713.png,https://woodville.ru/upload/resize_cache/iblock/43f/1000_700_1_0_1517c37044c6ab47933d6f04eee5180f2/tz5.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_zhestkiy/derevyannyy_stul_arlet_belyy_zhestkiy_621713_1000_700_1_0_1097873.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_zhestkiy/derevyannyy_stul_arlet_belyy_zhestkiy_621713_1000_700_1_0_1098250.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_zhestkiy/derevyannyy_stul_arlet_belyy_zhestkiy_621713_1000_700_1_0_1097875.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_zhestkiy/derevyannyy_stul_arlet_belyy_zhestkiy_621713_1000_700_1_0_1097876.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_zhestkiy/derevyannyy_stul_arlet_belyy_zhestkiy_621713_1000_700_1_0_1097877.jpg,,,,,,,,,,,,,12,,,,Да,до 100 кг,,,массив дерева,массив бука,,массив бука,,,,,42,44,46,,,,белый,,,,,,,,,,27843,Woodville by Лайфмебель,,,0,,в сборе,,Нет,Нет,Да,[27129] Деревянный стул Арлет жесткое сидение,МРЦ,с НДС,,,derevyannyy-stul-arlet-belyy-zhestkiy,"https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_zhestkiy/derevyannyy_stul_arlet_belyy_zhestkiy_621713_1000_700_1_0_1097872.jpg,https://woodville.ru/upload/resize_cache/iblock/60d/1000_700_1_0_1517c37044c6ab47933d6f04eee5180f2/621713.png,https://woodville.ru/upload/resize_cache/iblock/43f/1000_700_1_0_1517c37044c6ab47933d6f04eee5180f2/tz5.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_zhestkiy/derevyannyy_stul_arlet_belyy_zhestkiy_621713_1000_700_1_0_1097873.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_zhestkiy/derevyannyy_stul_arlet_belyy_zhestkiy_621713_1000_700_1_0_1098250.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_zhestkiy/derevyannyy_stul_arlet_belyy_zhestkiy_621713_1000_700_1_0_1097875.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_zhestkiy/derevyannyy_stul_arlet_belyy_zhestkiy_621713_1000_700_1_0_1097876.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_zhestkiy/derevyannyy_stul_arlet_belyy_zhestkiy_621713_1000_700_1_0_1097877.jpg"
621712,https://woodville.ru/catalog/derevyannyy_stul_arlet_belyy_tenerife_stone/,,12,Стулья,Деревянные стулья,,Россия,Стул деревянный,Арлет белый / tenerife stone,2131743101896,24.09.2025,"=""6""",0.18,1,1,550x450x1020,,,,,,,,,45,55,102,,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_stone/derevyannyy_stul_arlet_belyy_tenerife_stone_621712_1000_700_1_0_1097866.jpg,https://woodville.ru/upload/resize_cache/iblock/e9e/1000_700_1_0_1517c37044c6ab47933d6f04eee5180f2/621712.png,https://woodville.ru/upload/resize_cache/iblock/4db/1000_700_1_0_1517c37044c6ab47933d6f04eee5180f2/tz5.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_stone/derevyannyy_stul_arlet_belyy_tenerife_stone_621712_1000_700_1_0_1097867.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_stone/derevyannyy_stul_arlet_belyy_tenerife_stone_621712_1000_700_1_0_1098248.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_stone/derevyannyy_stul_arlet_belyy_tenerife_stone_621712_1000_700_1_0_1097869.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_stone/derevyannyy_stul_arlet_belyy_tenerife_stone_621712_1000_700_1_0_1097870.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_stone/derevyannyy_stul_arlet_belyy_tenerife_stone_621712_1000_700_1_0_1097871.jpg,,,,,,,,,,,,,12,,,,Да,до 100 кг,,,массив дерева,ткань,,ткань,,,,,42,44,46,,,,,,,,,,,,,,27842,Woodville by Лайфмебель,,,0,,в сборе,,Нет,Нет,Да,[27130] Деревянный стул Арлет мягкое сидение,МРЦ,с НДС,,,derevyannyy-stul-arlet-belyy-tenerife-stone,"https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_stone/derevyannyy_stul_arlet_belyy_tenerife_stone_621712_1000_700_1_0_1097866.jpg,https://woodville.ru/upload/resize_cache/iblock/e9e/1000_700_1_0_1517c37044c6ab47933d6f04eee5180f2/621712.png,https://woodville.ru/upload/resize_cache/iblock/4db/1000_700_1_0_1517c37044c6ab47933d6f04eee5180f2/tz5.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_stone/derevyannyy_stul_arlet_belyy_tenerife_stone_621712_1000_700_1_0_1097867.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_stone/derevyannyy_stul_arlet_belyy_tenerife_stone_621712_1000_700_1_0_1098248.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_stone/derevyannyy_stul_arlet_belyy_tenerife_stone_621712_1000_700_1_0_1097869.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_stone/derevyannyy_stul_arlet_belyy_tenerife_stone_621712_1000_700_1_0_1097870.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_stone/derevyannyy_stul_arlet_belyy_tenerife_stone_621712_1000_700_1_0_1097871.jpg"
621711,https://woodville.ru/catalog/derevyannyy_stul_arlet_belyy_tenerife_latte/,,12,Стулья,Деревянные стулья,,Россия,Стул деревянный,Арлет белый / tenerife latte,2131743101889,24.09.2025,"=""6""",0.18,1,1,550x450x1020,,,,,,,,,45,55,102,,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_latte/derevyannyy_stul_arlet_belyy_tenerife_latte_621711_1000_700_1_0_1097860.jpg,https://woodville.ru/upload/resize_cache/iblock/a91/1000_700_1_0_1517c37044c6ab47933d6f04eee5180f2/621711.png,https://woodville.ru/upload/resize_cache/iblock/9c1/1000_700_1_0_1517c37044c6ab47933d6f04eee5180f2/tz5.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_latte/derevyannyy_stul_arlet_belyy_tenerife_latte_621711_1000_700_1_0_1098246.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_latte/derevyannyy_stul_arlet_belyy_tenerife_latte_621711_1000_700_1_0_1097861.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_latte/derevyannyy_stul_arlet_belyy_tenerife_latte_621711_1000_700_1_0_1097863.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_latte/derevyannyy_stul_arlet_belyy_tenerife_latte_621711_1000_700_1_0_1097864.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_latte/derevyannyy_stul_arlet_belyy_tenerife_latte_621711_1000_700_1_0_1097865.jpg,,,,,,,,,,,,,12,,,,Да,до 100 кг,,,массив дерева,ткань,,ткань,,,,,42,44,46,,,,,,,,,,,,,,27841,Woodville by Лайфмебель,,,0,,в сборе,,Нет,Нет,Да,[27130] Деревянный стул Арлет мягкое сидение,МРЦ,с НДС,,,derevyannyy-stul-arlet-belyy-tenerife-latte,"https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_latte/derevyannyy_stul_arlet_belyy_tenerife_latte_621711_1000_700_1_0_1097860.jpg,https://woodville.ru/upload/resize_cache/iblock/a91/1000_700_1_0_1517c37044c6ab47933d6f04eee5180f2/621711.png,https://woodville.ru/upload/resize_cache/iblock/9c1/1000_700_1_0_1517c37044c6ab47933d6f04eee5180f2/tz5.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_latte/derevyannyy_stul_arlet_belyy_tenerife_latte_621711_1000_700_1_0_1098246.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_latte/derevyannyy_stul_arlet_belyy_tenerife_latte_621711_1000_700_1_0_1097861.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_latte/derevyannyy_stul_arlet_belyy_tenerife_latte_621711_1000_700_1_0_1097863.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_latte/derevyannyy_stul_arlet_belyy_tenerife_latte_621711_1000_700_1_0_1097864.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stul_arlet_belyy_tenerife_latte/derevyannyy_stul_arlet_belyy_tenerife_latte_621711_1000_700_1_0_1097865.jpg"
625711,https://woodville.ru/catalog/keramicheskiy_stol_kemeron_110_krater_perla_repose_chernyy/,,0,Столы,Керамические столы,,Россия,Керамический стол,Кэмерон 110 krater perla repose / черный,2131743168226,24.09.2025,"=""27""",0.283,2,0,1200х1200х80,800х500х100,,,,,,,,110,,75,,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_krater_perla_repose_chernyy/keramicheskiy_stol_kemeron_110_krater_perla_repose_chernyy_625711_1000_700_1_0_1097899.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_krater_perla_repose_chernyy/keramicheskiy_stol_kemeron_110_krater_perla_repose_chernyy_625711_1000_700_1_0_1097900.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_krater_perla_repose_chernyy/keramicheskiy_stol_kemeron_110_krater_perla_repose_chernyy_625711_1000_700_1_0_1097901.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_krater_perla_repose_chernyy/keramicheskiy_stol_kemeron_110_krater_perla_repose_chernyy_625711_1000_700_1_0_1097902.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_krater_perla_repose_chernyy/keramicheskiy_stol_kemeron_110_krater_perla_repose_chernyy_625711_1000_700_1_0_1097903.jpg,,,,,,,,,,,,,,,,12,,,,Нет,,,https://woodville.ru/upload/iblock/882/Stol_20Kemeron.pdf,металл,,,,,,черный,,,,,,,Керамика,,,,,,,110,,,,27846,Notta by Лайфмебель,,,1,,3840,,Нет,Нет,Да,[27847] Керамический стол Кэмерон 110 Мебельные решения ,МРЦ,с НДС,,,keramicheskiy-stol-kemeron-110-krater-perla-repose-chernyy,"https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_krater_perla_repose_chernyy/keramicheskiy_stol_kemeron_110_krater_perla_repose_chernyy_625711_1000_700_1_0_1097899.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_krater_perla_repose_chernyy/keramicheskiy_stol_kemeron_110_krater_perla_repose_chernyy_625711_1000_700_1_0_1097900.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_krater_perla_repose_chernyy/keramicheskiy_stol_kemeron_110_krater_perla_repose_chernyy_625711_1000_700_1_0_1097901.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_krater_perla_repose_chernyy/keramicheskiy_stol_kemeron_110_krater_perla_repose_chernyy_625711_1000_700_1_0_1097902.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_krater_perla_repose_chernyy/keramicheskiy_stol_kemeron_110_krater_perla_repose_chernyy_625711_1000_700_1_0_1097903.jpg"
625709,https://woodville.ru/catalog/keramicheskiy_stol_kemeron_110_avenue_grey_sahara_chernyy/,,7,Столы,Керамические столы,,Россия,Керамический стол,Кэмерон 110 avenue grey sahara / черный,2131743168219,24.09.2025,"=""27""",0.283,2,0,1200х1200х80,800х500х100,,,,,,,,110,,75,,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_avenue_grey_sahara_chernyy/keramicheskiy_stol_kemeron_110_avenue_grey_sahara_chernyy_625709_1000_700_1_0_1097893.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_avenue_grey_sahara_chernyy/keramicheskiy_stol_kemeron_110_avenue_grey_sahara_chernyy_625709_1000_700_1_0_1097894.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_avenue_grey_sahara_chernyy/keramicheskiy_stol_kemeron_110_avenue_grey_sahara_chernyy_625709_1000_700_1_0_1097895.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_avenue_grey_sahara_chernyy/keramicheskiy_stol_kemeron_110_avenue_grey_sahara_chernyy_625709_1000_700_1_0_1097896.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_avenue_grey_sahara_chernyy/keramicheskiy_stol_kemeron_110_avenue_grey_sahara_chernyy_625709_1000_700_1_0_1097897.jpg,,,,,,,,,,,,,,,,12,,,,Нет,,,https://woodville.ru/upload/iblock/2bc/Stol_20Kemeron.pdf,металл,,,,,,черный,,,,,,,Керамика,,,,,,,110,,,,27845,Notta by Лайфмебель,,,3,,3970,,Нет,Нет,Да,[27847] Керамический стол Кэмерон 110 Мебельные решения ,МРЦ,с НДС,,,keramicheskiy-stol-kemeron-110-avenue-grey-sahara-chernyy,"https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_avenue_grey_sahara_chernyy/keramicheskiy_stol_kemeron_110_avenue_grey_sahara_chernyy_625709_1000_700_1_0_1097893.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_avenue_grey_sahara_chernyy/keramicheskiy_stol_kemeron_110_avenue_grey_sahara_chernyy_625709_1000_700_1_0_1097894.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_avenue_grey_sahara_chernyy/keramicheskiy_stol_kemeron_110_avenue_grey_sahara_chernyy_625709_1000_700_1_0_1097895.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_avenue_grey_sahara_chernyy/keramicheskiy_stol_kemeron_110_avenue_grey_sahara_chernyy_625709_1000_700_1_0_1097896.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_avenue_grey_sahara_chernyy/keramicheskiy_stol_kemeron_110_avenue_grey_sahara_chernyy_625709_1000_700_1_0_1097897.jpg"
625707,https://woodville.ru/catalog/keramicheskiy_stol_kemeron_110_dolmen_cris_sahara_chernyy/,,3,Столы,Керамические столы,,Россия,Керамический стол,Кэмерон 110 dolmen cris sahara / черный,2131743168202,24.09.2025,"=""27""",0.283,2,0,1200х1200х80,800х500х100,,,,,,,,110,,75,,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_dolmen_cris_sahara_chernyy/keramicheskiy_stol_kemeron_110_dolmen_cris_sahara_chernyy_625707_1000_700_1_0_1097887.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_dolmen_cris_sahara_chernyy/keramicheskiy_stol_kemeron_110_dolmen_cris_sahara_chernyy_625707_1000_700_1_0_1097888.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_dolmen_cris_sahara_chernyy/keramicheskiy_stol_kemeron_110_dolmen_cris_sahara_chernyy_625707_1000_700_1_0_1097889.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_dolmen_cris_sahara_chernyy/keramicheskiy_stol_kemeron_110_dolmen_cris_sahara_chernyy_625707_1000_700_1_0_1097890.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_dolmen_cris_sahara_chernyy/keramicheskiy_stol_kemeron_110_dolmen_cris_sahara_chernyy_625707_1000_700_1_0_1097891.jpg,,,,,,,,,,,,,,,,12,,,,Нет,,,https://woodville.ru/upload/iblock/e29/Stol_20Kemeron.pdf,металл,,,,,,черный,,,,,,,Керамика,,,,,,,110,,,,27844,Notta by Лайфмебель,,,2,,3970,,Нет,Нет,Да,[27847] Керамический стол Кэмерон 110 Мебельные решения ,МРЦ,с НДС,,,keramicheskiy-stol-kemeron-110-dolmen-cris-sahara-chernyy,"https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_dolmen_cris_sahara_chernyy/keramicheskiy_stol_kemeron_110_dolmen_cris_sahara_chernyy_625707_1000_700_1_0_1097887.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_dolmen_cris_sahara_chernyy/keramicheskiy_stol_kemeron_110_dolmen_cris_sahara_chernyy_625707_1000_700_1_0_1097888.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_dolmen_cris_sahara_chernyy/keramicheskiy_stol_kemeron_110_dolmen_cris_sahara_chernyy_625707_1000_700_1_0_1097889.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_dolmen_cris_sahara_chernyy/keramicheskiy_stol_kemeron_110_dolmen_cris_sahara_chernyy_625707_1000_700_1_0_1097890.jpg,https://woodville.ru/photo_partner/static_photos/keramicheskiy_stol_kemeron_110_dolmen_cris_sahara_chernyy/keramicheskiy_stol_kemeron_110_dolmen_cris_sahara_chernyy_625707_1000_700_1_0_1097891.jpg"
620583,https://woodville.ru/catalog/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto/,,3,Столы,Деревянные столы,,Россия,Стол деревянный,Бавария B 200 х 90 черная пленка шагрень / золото,2131743089347,22.09.2025,"=""40.8""",0.4,2,0,,,,,,,,,,90,,75,,https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto_620583_1000_700_1_0_1097606.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto_620583_1000_700_1_0_1097607.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto_620583_1000_700_1_0_1097608.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto_620583_1000_700_1_0_1097609.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto_620583_1000_700_1_0_1097610.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto_620583_1000_700_1_0_1097611.jpg,,,,,,,,,,,,,,,12,,,,Нет,,,https://woodville.ru/upload/iblock/23e/D0_B8_D0_BD_D1_81_D1_82_D1_80_D1_83_D0_BA_D1_86_D0_B8_D1_8F_20_D0_A1_D1_82_D0_BE_D0_BB_20_D0_91_D0_90_D0_92_D0_90_D0_A0_D0_98_D0_AF_20_D0_BD_D0_B5_D1_80_D0_B0_D1_81_D0_BA_D0_BB_D0_B0_D0_B4_D0_BD_D0_BE_D0_B9.pdf,металл,,,,,,,,,,,,,МДФ,,,,,,,200,,,,27833,Notta by Лайфмебель,,,2,,4290,,Нет,Нет,Да,[26892] Деревянный стол Бавария B 200 МР,МРЦ,с НДС,,,derevyannyy-stol-bavariya-b-200-kh-90-chernaya-plenka-shagren-zoloto,"https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto_620583_1000_700_1_0_1097606.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto_620583_1000_700_1_0_1097607.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto_620583_1000_700_1_0_1097608.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto_620583_1000_700_1_0_1097609.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto_620583_1000_700_1_0_1097610.jpg,https://woodville.ru/photo_partner/static_photos/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto/derevyannyy_stol_bavariya_b_200_kh_90_chernaya_plenka_shagren_zoloto_620583_1000_700_1_0_1097611.jpg"
